,all,all2022,all_fixed2022,autumn,autumn2022,autumn_fixed2022,lat,lon,spring,spring2022,spring_fixed2022,summer,summer2022,summer_fixed2022,spring_res,autumn_res,summer_res,all_res
385,37.50987479,33.73,38.69449944,290.3688708,286,291.5489558,48.881947,2.507222,110.3700629,104,108.3323229,0.368333298,0.3477,0.416632422,2.037739969,-1.180085054,-0.048299125,-1.184624643
350,39.74441296,21.98,40.93417792,287.5940918,273,288.7741769,48.295002,4.050278,110.6505908,99,108.3253132,0.368333298,0.314,0.416632422,2.32527763,-1.180085054,-0.048299125,-1.189764966
381,40.78401591,35.27,41.97668949,289.5780288,275,290.7581139,48.84028,2.635278,110.3700629,101,108.3323229,0.368333298,0.3207,0.424895214,2.037739969,-1.180085054,-0.056561916,-1.192673577
388,84.57801423,26.81,85.77586811,265.3142018,289,266.4855997,48.95555,2.575278,110.3700629,92,107.8591639,0.368333298,0.3108,0.424895214,2.510899065,-1.171397885,-0.056561916,-1.197853874
407,39.11204017,40.04,40.31220508,282.9187923,289,284.0805234,49.224167,4.020556,113.0760906,114,110.253597,0.368333298,0.3916,0.424895214,2.822493662,-1.16173114,-0.056561916,-1.200164911
412,39.11204017,35.05,40.31220508,249.8374984,242,250.9931704,49.28222,4.051111,113.0760906,111,110.253597,0.368333298,0.3714,0.424895214,2.822493662,-1.155672035,-0.056561916,-1.200164911
315,37.73352925,73.13,38.93478536,264.5199871,274,265.6756591,47.800575,3.576189,109.6053922,104,104.6603613,0.427904716,0.2893,0.432973143,4.945030924,-1.155672035,-0.005068427,-1.201256107
510,74.68714512,23.27,75.88913539,285.5265005,277,286.6710715,56.00833511,21.88694763,134.4632495,143,134.2507845,0.414339906,0.5093,0.429086995,0.212464989,-1.144570957,-0.014747088,-1.201990268
408,74.68714512,26.32,75.88913539,272.9284532,259,274.0492099,49.23290634,17.66717529,108.3632367,126,105.6177847,0.40076657,0.4774,0.455525877,2.745452023,-1.120756763,-0.054759307,-1.201990268
439,73.92990547,58.96,75.13612745,285.2964797,303,286.4155895,49.94498825,17.90953064,108.3990279,113,105.6535759,0.40076657,0.3704,0.455525877,2.745452023,-1.119109786,-0.054759307,-1.206221985
421,38.28563122,59.4,39.49584362,280.8733925,248,281.9633038,49.45165634,17.45415878,108.3632367,118,105.6177847,0.45076657,0.305,0.461151353,2.745452023,-1.089911322,-0.010384783,-1.210212404
296,38.52806052,63.79,39.74586222,280.8733925,273,281.9633038,47.430833,19.184175,107.1748231,118,102.2646732,0.489531185,0.6172,0.493093661,4.910149914,-1.089911322,-0.003562476,-1.217801701
299,103.7788394,65.6,105.0121338,280.912395,272,282.0023063,47.541944,19.146122,107.1748231,113,101.2152626,0.489531185,0.3575,0.493093661,5.959560511,-1.089911322,-0.003562476,-1.233294406
256,38.97772154,34.17,40.22973052,287.6561671,287,288.7354564,46.80138889,13.49388889,109.0362322,118,100.8492864,0.415283329,0.2473,0.4557618,8.186945818,-1.07928933,-0.040478471,-1.252008976
475,40.74441296,23.23,42.00274504,287.476705,313,288.545058,52.605621,-2.030523,113.6797964,118,112.7184961,0.301093705,0.429,0.324458686,0.961300377,-1.068352969,-0.023364981,-1.258332083
177,29.84375468,4.28,31.10650758,287.476705,300,288.545058,45.482778,9.3275,94.37070633,87,93.1145945,0.364448941,0.3167,0.371970285,1.256111828,-1.068352969,-0.007521344,-1.262752902
184,80.78384204,64.11,82.04678683,287.5975472,278,288.6659002,45.56472,5.928333,101.5864338,76,95.46972819,0.390760575,0.2719,0.396594226,6.116705653,-1.068352969,-0.005833651,-1.262944791
211,81.00228175,76.27,82.26522654,287.5975472,288,288.6659002,45.89528,6.118333,100.5864338,106,94.88458246,0.390760575,0.2648,0.396594226,5.701851384,-1.068352969,-0.005833651,-1.262944791
468,38.00533404,61.55,39.2737452,285.8339252,276,286.9022782,52.160772,21.033819,118.0424615,114,112.1300978,0.346903336,0.3061,0.384937935,5.912363653,-1.068352969,-0.038034599,-1.268411158
414,39.65576557,26.52,40.92806041,273.190554,269,274.2316831,49.357861,6.73354,110.3700629,109,108.3323229,0.369208,0.2988,0.42920413,2.037739969,-1.041129083,-0.059996129,-1.272294839
200,83.42791447,83.98,84.70125335,266.9569816,268,267.9981107,45.79728,3.113833,101.9707021,101,95.75376306,0.382422919,0.2826,0.38975006,6.216938994,-1.041129083,-0.007327141,-1.273338879
214,40.35252161,61.22,41.62750128,281.1449278,274,282.1823217,45.9225,6.87,108.7325172,130,99.84641062,0.390760575,0.3144,0.39298511,8.886106607,-1.037393872,-0.002224534,-1.274979663
327,40.35252161,32.75,41.62750128,277.6470909,289,278.6672944,48.065414,7.333139,109.6053922,105,103.8855589,0.429208,0.3124,0.43771064,5.719833272,-1.020203548,-0.008502639,-1.274979663
430,40.51082284,35.3,41.7858025,281.363983,281,282.3676008,49.744886,21.454617,109.9637025,109,104.4132996,0.40076657,0.4812,0.454659989,5.550402872,-1.00361781,-0.053893419,-1.274979663
376,40.51082284,34.89,41.7858025,287.7302555,295,288.7240619,48.753179,21.245046,109.192961,119,103.696984,0.400337988,0.6346,0.454995047,5.495976973,-0.993806344,-0.054657059,-1.274979663
375,45.7923328,62.64,47.0676679,284.752475,316,285.7448476,48.733256,19.115268,109.5794343,116,103.6658422,0.400337988,0.3743,0.455097296,5.913592031,-0.992372543,-0.054759307,-1.2753351
346,32.76956471,39.66,34.05014238,287.5975472,281,288.5899198,48.247222,20.616403,109.3163714,116,102.1936178,0.460337988,0.3319,0.469229282,7.122753585,-0.992372543,-0.008891294,-1.280577666
453,37.21199321,23.17,38.49968421,287.5975472,286,288.5899198,50.768729,16.269677,114.3980479,134,107.9285654,0.40076657,0.458,0.454675598,6.469482528,-0.992372543,-0.053909029,-1.287690999
473,40.82507905,46.75,42.11912381,287.3670358,289,288.3529063,52.420319,16.877289,120.4473016,114,114.179855,0.340064672,0.4039,0.394698916,6.267446549,-0.98587055,-0.054634244,-1.294044761
365,40.82507905,67.02,42.11912381,280.7352695,309,281.72114,48.610363,7.781631,109.8684551,108,107.8307151,0.429208,0.3132,0.43771064,2.037739969,-0.98587055,-0.008502639,-1.294044761
386,40.82507905,36.19,42.11912381,276.0515548,280,277.0374254,48.889039,8.665536,109.8684551,112,106.7282161,0.429208,0.3254,0.43771064,3.140238984,-0.98587055,-0.008502639,-1.294044761
305,40.82507905,34.48,42.11912381,287.6561671,311,288.6268139,47.64892,-2.76399,106.7893063,63,99.87118088,0.363980205,0.2784,0.414916645,6.918125442,-0.970646801,-0.05093644,-1.294044761
445,40.70996366,26.71,42.00671994,277.784413,252,278.7393244,50.264611,18.975028,113.3774287,110,106.8269317,0.40076657,0.3253,0.454659989,6.550497052,-0.954911453,-0.053893419,-1.296756275
454,39.86950278,38.61,41.16625906,288.5426945,287,289.4916381,50.836389,19.130111,113.2777067,122,106.7340819,0.40076657,0.4036,0.454675598,6.543624775,-0.948943598,-0.053909029,-1.296756275
447,33.54188506,27.01,34.84624849,288.5426945,277,289.4916381,50.329111,19.231222,113.3774287,114,106.8269317,0.40076657,0.3942,0.454675598,6.550497052,-0.948943598,-0.053909029,-1.304363433
440,40.96229266,48.82,42.2740899,284.8151944,294,285.7532785,50.007629,18.455548,113.3774287,114,106.8269317,0.40076657,0.4518,0.455525877,6.550497052,-0.938084167,-0.054759307,-1.31179724
446,83.42791447,62.07,84.74075888,285.081538,231,286.0026734,50.3165,18.772375,113.3774287,118,106.8269317,0.45076657,0.3497,0.461151353,6.550497052,-0.92113539,-0.010384783,-1.312844404
441,37.77883196,17.07,39.096114,277.2942117,297,278.2153471,50.010575,19.949189,113.3774287,106,107.9294307,0.40076657,0.3941,0.454675598,5.447998037,-0.92113539,-0.053909029,-1.317282039
442,32.62702997,28.69,33.9593216,284.3317954,205,285.2529308,50.020169,21.004167,113.3774287,114,106.8269317,0.40076657,0.3273,0.454675598,6.550497052,-0.92113539,-0.053909029,-1.332291626
434,66.61515931,57.84,67.94835165,275.8099878,293,276.7311232,49.813464,19.027318,110.4998797,121,105.9721329,0.40076657,0.4279,0.455525877,4.527746805,-0.92113539,-0.054759307,-1.333192344
435,80.4065769,84.46,81.74442024,277.4190724,291,278.3402078,49.83918762,18.26368904,110.4998797,122,105.9721329,0.45076657,0.3511,0.461151353,4.527746805,-0.92113539,-0.010384783,-1.337843346
426,38.78262255,73.87,40.1375163,267.4848715,260,269.3963678,49.66811371,18.67779922,110.4640885,112,105.9363417,0.45076657,0.3395,0.461151353,4.527746805,-1.911496321,-0.010384783,-1.354893753
307,70.13527021,53.46,71.49535314,275.4881021,275,277.3995984,47.651725,23.570508,107.1650536,96,102.8579731,0.412831993,0.2821,0.425829997,4.307080534,-1.911496321,-0.012998005,-1.360082931
306,82.78384204,77.7,84.16338604,286.6561671,297,288.535049,47.649258,26.249011,109.4787266,130,104.7554733,0.412831993,0.3199,0.425829997,4.723253368,-1.878881876,-0.012998005,-1.379543996
277,69.66696858,52.16,71.0703835,262.509033,276,264.3797044,47.145014,23.877389,108.2530069,105,104.4272464,0.437783469,0.2166,0.471883158,3.825760506,-1.870671411,-0.03409969,-1.403414921
151,33.55615779,20,34.96201205,274.7271083,297,276.5940339,45.158745,1.537222,95.25080203,84,92.82877289,0.342106043,0.2582,0.354251725,2.422029145,-1.866925614,-0.012145682,-1.405854258
160,70.21275355,62.81,71.62593527,271.9076589,282,273.7745846,45.26,1.76,100.9365441,108,95.08647218,0.378498408,0.4099,0.387288729,5.850071888,-1.866925614,-0.008790322,-1.413181715
505,41.55858764,32.09,42.97194312,283.7236966,302,285.5848242,55.657472,-3.196527,124.3295921,90,123.935909,0.427061405,0.4358,0.459748169,0.393683123,-1.861127582,-0.032686763,-1.41335548
332,44.75093225,44.77,46.17976528,286.1326959,287,287.9882976,48.11075,-1.68292,109.3179009,72,102.637207,0.350251814,0.1612,0.395190409,6.680693813,-1.855601748,-0.044938595,-1.428833029
401,75.74079665,67.08,77.17366256,249.8363283,281,251.6902847,49.147224,0.227222,114.3580703,113,107.7239327,0.359200667,0.3361,0.407499792,6.63413758,-1.853956357,-0.048299125,-1.432865909
420,27.36231919,19,28.80009462,263.8217028,275,265.6756591,49.442356,1.093789,109.3580703,48,107.0482056,0.359200667,0.1538,0.407499792,2.309864689,-1.853956357,-0.048299125,-1.437775431
189,35.38354946,41.32,36.82841038,284.5412817,284,286.3878823,45.630278,12.591667,99.79200939,115,94.63489025,0.366774458,0.2955,0.375079378,5.157119142,-1.846600638,-0.00830492,-1.444860917
10,42.55037903,81.54,44.05035891,286.7302555,287,288.5675403,40.479328,-3.377949,86.00149249,97,82.88715254,0.379000773,0.223,0.38177125,3.114339953,-1.837284744,-0.002770476,-1.499979875
259,42.73000851,77.87,44.22998839,275.0515548,333,276.8841474,46.835,14.84361111,107.0331048,120,101.4509821,0.460916381,0.4218,0.471699194,5.58212267,-1.832592616,-0.010782813,-1.499979875
247,42.73000851,15.69,44.23462542,273.2879328,306,275.1205254,46.62661667,14.29914444,108.1886137,113,101.4184335,0.477400381,0.323,0.479552639,6.770180228,-1.832592616,-0.002152258,-1.504616913
279,37.31899512,74.82,38.85755706,273.2879328,233,275.1205254,47.17833333,14.67666667,109.174653,120,102.6864027,0.504352541,0.3938,0.509745251,6.488250369,-1.832592616,-0.00539271,-1.538561947
298,77.70990704,30.93,79.25612484,273.2879328,284,275.1205254,47.4885583,12.066633,109.8870972,78,100.9954028,0.48735195,0.3469,0.492026607,8.891694469,-1.832592616,-0.004674657,-1.5462178
290,73.92990547,54.31,75.48435029,272.8976797,264,274.7302723,47.351387,13.205556,110.0634753,122,101.641106,0.418581235,0.3287,0.478099293,8.422369244,-1.832592616,-0.059518058,-1.55444482
458,73.92990547,50.44,75.48435029,273.8976797,276,274.7302723,51.399084,21.147474,114.5684594,124,108.4734685,0.405816433,0.294,0.454754412,6.094990883,-0.832592616,-0.048937979,-1.55444482
470,68.67526277,57.72,70.24692837,265.3688648,279,267.2014574,52.225633,18.269036,116.447084,123,113.6494576,0.340064672,0.4007,0.394698916,2.797626472,-1.832592616,-0.054634244,-1.571665592
410,27.21879556,1.27,28.83168753,272.3258991,232,274.1451819,49.254344,6.867744,110.3700629,113,108.3323229,0.369208,0.4699,0.422728375,2.037739969,-1.819282785,-0.053520374,-1.612891971
406,34.90796112,27.81,36.52658885,264.8573447,275,266.6388776,49.220364,6.925833,110.6505908,106,108.328813,0.429208,0.4396,0.43771064,2.321777771,-1.781532876,-0.008502639,-1.618627732
508,34.90796112,24.08,36.52658885,280.3729078,288,282.1536157,55.862281,-3.205782,128.3295921,102,125.4819349,0.427061405,0.6264,0.459748169,2.847657222,-1.780707984,-0.032686763,-1.618627732
448,35.44038504,37.96,37.05901277,270.1216026,288,271.9023106,50.429014,21.277367,113.3774287,117,107.8763422,0.35076657,0.3726,0.384320168,5.501086455,-1.780707984,-0.033553598,-1.618627732
405,28.21990263,30.02,29.84004973,271.6649966,273,273.4457045,49.211447,18.771215,110.4640885,123,106.9857523,0.35076657,0.4193,0.384320168,3.478336207,-1.780707984,-0.033553598,-1.620147104
457,74.47040811,84.44,76.09802905,275.3912253,288,277.1719333,51.259431,22.569133,114.3182592,119,108.2232684,0.40076657,0.3808,0.449688939,6.094990883,-1.780707984,-0.048922369,-1.627620934
297,40.74441296,44.64,42.41070664,273.820419,282,275.6011269,47.4387,8.57012,108.6047278,107,102.6805599,0.375478611,0.4039,0.430034813,5.924167957,-1.780707984,-0.054556202,-1.666293686
464,40.74441296,28.46,42.41070664,272.6873962,273,274.4681042,51.667981,19.368683,110.6139868,135,108.5991241,0.402931952,0.3051,0.45684098,2.014862668,-1.780707984,-0.053909029,-1.666293686
469,40.78401591,39.98,42.4503096,269.5614049,284,271.3421129,52.22174,-2.736665,113.6797964,115,112.7184961,0.294536868,0.4287,0.324458686,0.961300377,-1.780707984,-0.029921818,-1.666293686
379,75.99404309,70.23,77.69581671,279.1007804,276,281.8814883,48.816387,2.5175,110.3700629,107,108.3323229,0.368333298,0.3247,0.416632422,2.037739969,-2.780707984,-0.048299125,-1.70177362
274,38.84085915,61.83,40.56098243,279.4697845,286,282.2504925,47.12583333,13.80833333,109.5589213,139,101.9681719,0.443483869,0.5026,0.503382694,7.590749383,-2.780707984,-0.059898825,-1.720123282
300,75.60980694,71.74,77.33220918,279.4697845,287,282.2504925,47.557222,18.420836,107.1748231,115,102.2646732,0.479531185,0.4108,0.484821647,4.910149914,-2.780707984,-0.005290462,-1.722402241
261,31.59682626,18.51,33.3195863,279.4697845,285,282.2504925,46.976111,18.936114,107.1650536,102,102.8579731,0.482001074,0.3793,0.48358706,4.307080534,-2.780707984,-0.001585986,-1.722760043
275,26.16812884,64.82,27.89925563,286.5478406,290,289.3277462,47.127375,24.495494,108.2530069,120,104.4803348,0.437783469,0.2702,0.450883721,3.772672088,-2.779905583,-0.013100253,-1.731126788
362,33.19546604,25.19,34.95960746,249.4880918,265,252.2569775,48.51351,-2.74953,109.8425364,93,107.4516878,0.374400472,0.4026,0.422699597,2.390848639,-2.768885645,-0.048299125,-1.76414142
459,39.52806052,64.47,41.33671281,249.944344,249,252.6911916,51.404406,19.696956,109.5684594,129,107.4240579,0.405816433,0.3795,0.454754412,2.144401481,-2.746847613,-0.048937979,-1.808652295
471,66.67526277,83.51,68.48730168,281.4821866,272,284.2255276,52.290864,21.042458,118.0424615,116,112.1300978,0.396903336,0.4972,0.455277756,5.912363653,-2.74334102,-0.05837442,-1.812038905
472,66.67526277,67.96,68.48730168,281.6070472,288,284.3503883,52.407578,20.955928,118.0424615,134,112.1300978,0.396903336,0.4363,0.455277756,5.912363653,-2.74334102,-0.05837442,-1.812038905
190,78.46968465,70.44,80.29193917,284.8357833,295,287.5547795,45.647415,0.167167,101.3118343,90,95.50721923,0.378498408,0.2615,0.387288729,5.804615093,-2.718996203,-0.008790322,-1.822254523
199,41.60589337,7.35,43.43451622,278.4543909,264,281.1654409,45.772167,3.0875,101.9707021,107,95.75376306,0.382422919,0.2454,0.391213241,6.216938994,-2.711049982,-0.008790322,-1.828622849
342,73.92990547,48.29,75.77388662,278.912395,294,281.6147188,48.20815,16.37325361,109.5589213,134,104.8519751,0.400337988,0.0979,0.454995047,4.706946157,-2.702323815,-0.054657059,-1.843981151
313,86.31636129,97.92,88.18582244,285.476705,267,288.1752936,47.739919,26.658519,109.4787266,118,103.2666232,0.412831993,0.2869,0.446829434,6.212103446,-2.698588603,-0.033997441,-1.869461156
409,32.416034,25.35,34.31224599,285.476705,286,288.1752936,49.233464,6.987601,110.6505908,105,108.5597624,0.369208,0.3608,0.422728375,2.090828386,-2.698588603,-0.053520374,-1.896211993
502,28.49575346,23,30.40140681,285.476705,289,288.1752936,55.072222,24.283894,129.9054633,131,128.2729755,0.405046,0.3832,0.433213275,1.632487841,-2.698588603,-0.028167275,-1.905653355
482,73.8229575,59.31,75.74098052,285.476705,303,288.1752936,53.40337,-1.752006,123.8538664,147,121.8500646,0.450239816,0.5781,0.453868343,2.003801814,-2.698588603,-0.003628527,-1.918023023
467,36.82163303,38.02,38.75619175,270.7733499,292,273.4709426,51.938056,-10.240833,137.8292935,152,136.5698787,0.442596372,0.5543,0.485002223,1.259414831,-2.697592747,-0.04240585,-1.934558717
492,34.17062293,43.63,36.12584714,280.3909362,332,283.0885289,54.124819,22.038056,131.6861186,128,131.1437254,0.415200767,0.5702,0.436271345,0.542393168,-2.697592747,-0.021070579,-1.955224212
217,42.57170729,30.21,44.54530727,271.7650946,277,274.4626874,45.96141,4.465711,110.7793148,78,100.8430334,0.482675554,0.5823,0.523353835,9.936281408,-2.697592747,-0.040678281,-1.973599985
284,33.51632221,37.69,35.50344302,285.6561671,272,288.3478875,47.27476,4.099476,112.8089894,112,106.853353,0.543464453,0.6357,0.567510027,5.955636391,-2.691720434,-0.024045574,-1.987120807
474,97.75093225,102.3,99.87893606,285.6561671,291,288.3478875,52.50385,-3.034178,119.0699231,88,118.8873258,0.455551953,0.6795,0.477010475,0.182597319,-2.691720434,-0.021458522,-2.128003811
318,45.72092076,31.05,47.90021649,285.6561671,293,288.3478875,47.83775,1.944667,108.5964457,93,102.1276192,0.491553713,0.4356,0.521224762,6.46882646,-2.691720434,-0.02967105,-2.179295733
304,32.54407363,15.76,34.725203,285.6561671,216,288.3478875,47.63056,13.796667,118.012796,129,115.3146254,0.474310273,0.5611,0.501542083,2.698170581,-2.691720434,-0.02723181,-2.181129376
201,33.60227067,23.84,35.78668157,285.7302555,285,288.4204796,45.809998,2.06,108.0912009,105,102.6976797,0.468960519,0.5883,0.498102525,5.393521208,-2.690224092,-0.029142006,-2.184410895
319,33.44992911,39.91,35.64907185,285.7302555,244,288.4204796,47.83828,14.44095,117.4559851,126,113.8722023,0.471662945,0.5468,0.49846125,3.583782725,-2.690224092,-0.026798306,-2.199142737
207,33.44992911,46.33,35.64907185,282.7465171,277,285.4342835,45.869995,1.31,102.7540709,111,96.89096313,0.47318119,0.4947,0.50535296,5.863107762,-2.68776639,-0.03217177,-2.199142737
252,50.63282176,66.39,52.89425601,283.8279673,314,286.5157337,46.6775,12.972,115.1246116,119,107.9251488,0.497107536,0.6298,0.526907327,7.199462792,-2.68776639,-0.029799791,-2.261434245
428,31.11582435,24.32,33.45582404,269.6521954,308,272.3333379,49.719731,18.826722,122.8767638,126,116.3303832,0.468758321,0.6133,0.478953166,6.546380649,-2.681142452,-0.010194845,-2.33999969
331,56.87155494,92.08,59.23345937,269.6521954,275,272.3333379,48.1061111,15.91944444,115.0470809,113,109.1214165,0.469794776,0.695,0.490013624,5.925664487,-2.681142452,-0.020218848,-2.361904424
244,31.56793478,30.35,33.94478909,279.7857759,290,282.4414196,46.5584,13.70345,114.2335843,115,108.7629436,0.496810078,0.4839,0.526990635,5.470640694,-2.655643618,-0.030180558,-2.376854304
368,28.11322874,16.32,30.50169581,283.9054415,313,286.5417556,48.656944,6.136022,112.5152414,105,109.1861971,0.505462599,0.3846,0.535133649,3.329044282,-2.63631407,-0.02967105,-2.388467067
339,27.22758918,16.55,29.65880858,285.7302555,249,288.3617384,48.17278,6.452811,112.2521785,111,109.0735371,0.505462599,0.5093,0.535567782,3.178641446,-2.631482933,-0.030105183,-2.431219396
360,31.05639748,18.51,33.50394248,285.7302555,260,288.3617384,48.492992,7.1298,123.9816158,129,117.9993733,0.473873023,0.5635,0.510296886,5.982242522,-2.631482933,-0.036423863,-2.447544997
363,31.05639748,18.31,33.50394248,277.7845828,291,280.4006889,48.53111111,14.57472222,111.8123568,123,106.3465359,0.506829203,0.6974,0.545395417,5.465820961,-2.616106184,-0.038566214,-2.447544997
355,31.92261555,20.07,34.37016055,277.7845828,283,280.4006889,48.39167,13.67085,110.5592528,106,107.336092,0.506571203,0.5917,0.535658958,3.223160769,-2.616106184,-0.029087755,-2.447544997
250,31.24765245,30.46,33.70499689,277.0127055,266,279.6288117,46.652668,3.600667,110.8746957,109,105.925007,0.540964666,0.6686,0.570554565,4.949688722,-2.616106184,-0.029589899,-2.457344438
295,32.68044277,11.93,35.15754925,277.7845828,313,280.4006889,47.410164,9.653713,112.6106589,101,102.841456,0.518643097,0.4418,0.548314147,9.769202848,-2.616106184,-0.02967105,-2.477106483
267,35.42782401,29.57,37.92071701,277.7845828,288,280.4006889,47.06701111,15.49368889,112.0490597,107,106.8808644,0.500000301,0.5726,0.529925519,5.16819528,-2.616106184,-0.029925218,-2.492893005
309,35.42782401,19.62,37.92071701,277.7845828,284,280.4006889,47.667,13.106,113.8593911,111,106.1286687,0.475353364,0.5896,0.502306656,7.730722461,-2.616106184,-0.026953291,-2.492893005
436,35.42782401,13.15,37.92071701,277.7845828,302,280.4006889,49.90778,4.63,121.8001009,118,115.6190633,0.470046919,0.6313,0.486657625,6.181037667,-2.616106184,-0.016610706,-2.492893005
254,28.34333581,14.19,30.83666651,277.7845828,273,280.4006889,46.7675,15.956111,111.4494937,102,106.2812984,0.49767875,0.6018,0.534587867,5.16819528,-2.616106184,-0.036909118,-2.493330706
186,31.26032219,18.19,33.75365289,277.7845828,267,280.4006889,45.59667,5.918611,99.40396067,98,97.37063486,0.482675554,0.5093,0.523353835,2.033325814,-2.616106184,-0.040678281,-2.493330706
427,33.73011245,30.14,36.24253203,277.7845828,277,280.4006889,49.66958237,12.6778841,122.9816158,122,117.1281367,0.474495145,0.6452,0.510940131,5.853479118,-2.616106184,-0.036444986,-2.512419584
437,28.36339832,29.91,30.87594539,274.7228829,274,277.3389891,49.91351318,14.7826252,121.6598722,122,116.5163784,0.468758321,0.603,0.497064328,5.143493794,-2.616106184,-0.028306007,-2.512547072
452,31.44734238,28.59,33.96578742,271.8744748,272,274.490581,50.710889,19.458797,115.0884851,128,113.0338398,0.468758321,0.5509,0.478102887,2.054645288,-2.616106184,-0.009344566,-2.518445037
326,31.73851087,23.37,34.25695591,286.5841582,278,289.2002644,48.051117,7.011114,121.8655721,127,116.7346988,0.474909478,0.6992,0.50282683,5.130873374,-2.616106184,-0.027917353,-2.518445037
373,31.92261555,39.18,34.44106059,280.1192273,312,282.7353335,48.72419739,14.723382,115.4352396,122,111.3354716,0.469794776,0.6261,0.498100782,4.099767932,-2.616106184,-0.028306007,-2.518445037
466,31.11582435,23.03,33.63426938,280.8704034,281,283.4865096,51.835242,20.791912,116.1930221,122,114.401343,0.449344633,0.5517,0.485459145,1.791679093,-2.616106184,-0.036114512,-2.518445037
341,30.68879373,25.39,33.20723877,285.0631627,276,287.6789027,48.1955,16.1434,115.0470809,125,111.5074881,0.469794776,0.5809,0.484261782,3.539592822,-2.615740008,-0.014467006,-2.518445037
285,38.21199321,41.99,40.73276851,285.6561671,287,288.2719071,47.29464,6.825861,122.422383,125,115.859842,0.499730834,0.6586,0.527648186,6.562541033,-2.615740008,-0.027917353,-2.520775295
450,22.00377834,16.75,24.61816958,285.6561671,311,288.2719071,50.5976,-3.71651,124.5826319,90,123.5315258,0.468608725,0.7126,0.499674317,1.051106101,-2.615740008,-0.031065593,-2.614391241
276,31.50676925,29.27,34.16750086,285.8614882,292,288.4667721,47.128863,10.034324,116.2335416,115,107.6753496,0.499730834,0.5742,0.527648186,8.558191996,-2.605283971,-0.027917353,-2.660731613
314,30.55615779,23.95,33.27107279,281.8853361,321,284.483673,47.751475,23.605325,111.0608276,123,109.091119,0.477695801,0.604,0.501819146,1.969708565,-2.598336851,-0.024123345,-2.714914992
402,31.60450733,18.8,34.33129126,282.3624024,197,284.9607393,49.15141,20.289486,115.342764,106,112.7428206,0.468758321,0.5725,0.473757132,2.599943362,-2.598336851,-0.004998811,-2.726783929
393,30.9243434,17.73,33.65112733,285.6561671,293,288.2461483,49.028057,2.750278,126.9019448,113,122.497575,0.520578887,0.7311,0.523286237,4.404369849,-2.589981218,-0.002707351,-2.726783929
354,31.90796112,17.38,34.63474504,271.6104325,276,274.1777565,48.3547,2.6453,125.1817655,116,120.028436,0.526192027,0.8174,0.543422729,5.153329534,-2.567323945,-0.017230701,-2.726783929
349,31.90796112,21.21,34.63474504,279.429044,292,281.996368,48.2702,16.2972,117.4559851,110,115.1315675,0.520326743,0.7448,0.53836545,2.324417597,-2.567323945,-0.018038707,-2.726783929
444,31.90796112,28.32,34.63474504,274.269591,262,276.8349699,50.24224091,17.19017982,122.512853,124,117.3525563,0.469290288,0.6203,0.517948203,5.160296668,-2.56537892,-0.048657915,-2.726783929
89,31.90796112,17.41,34.63474504,283.8339252,281,286.2751951,43.5329,-7.7377,123.096022,102,117.2789065,0.525105146,0.561,0.539496319,5.817115526,-2.441269898,-0.014391172,-2.726783929
1,31.90796112,23.29,34.63474504,283.8339252,296,286.2751951,40.03327,-3.5914,84.00149249,72,82.39655074,0.298377598,0.1713,0.33795284,1.604941753,-2.441269898,-0.039575241,-2.726783929
4,31.90796112,33.45,34.63474504,282.3622219,193,284.8034918,40.34694444,-3.705,98.00149249,84,81.14767062,0.306772218,0.1552,0.34806236,16.85382187,-2.441269898,-0.041290142,-2.726783929
3,31.90796112,31.98,34.63474504,286.2431289,285,288.6652239,40.314518,-3.716868,84.00149249,78,81.14767062,0.306772218,0.1814,0.35656887,2.853821872,-2.422095004,-0.049796652,-2.726783929
9,42.77217936,54.74,45.50527848,285.7251094,265,288.1200625,40.47833333,-3.71138888,84.00149249,90,81.14767062,0.319000773,0.2119,0.37827669,2.853821872,-2.394953075,-0.059275916,-2.733099123
108,61.60562864,19.72,64.35927614,261.6307183,268,264.0238388,44.013056,12.42,106.7260641,76,96.86389825,0.473158261,0.4164,0.503373096,9.862165824,-2.393120476,-0.030214835,-2.753647498
224,35.38354946,17.79,38.15103839,271.6873962,267,274.0805167,46.13111418,14.99611517,108.6359443,110,102.7402708,0.46270924,0.3264,0.502295857,5.895673451,-2.393120476,-0.039586617,-2.767488923
14,37.75473186,21.19,40.6318924,288.539921,273,290.8987085,40.95555555,-4.11055555,81.72481676,94,80.13029442,0.452039734,0.3243,0.458384554,1.594522347,-2.358787478,-0.00634482,-2.877160542
13,38.56152307,33.98,41.43868361,286.505776,261,288.8645635,40.70670876,0.581651482,87.57676394,102,86.4021781,0.291665656,0.2527,0.347361714,1.174585842,-2.358787478,-0.055696058,-2.877160542
11,36.02735568,71.85,38.90515033,286.505776,280,288.8645635,40.540351,-3.645253,86.71141731,107,85.37456786,0.319302103,0.2567,0.378578019,1.336849454,-2.358787478,-0.059275916,-2.877794644
6,31.90796112,36.07,34.78874167,279.0332372,286,281.3920247,40.40972222,-3.68555555,86.00149249,110,83.98965155,0.323334986,0.4421,0.364625128,2.011840938,-2.358787478,-0.041290142,-2.880780553
5,44.58793574,105.68,47.47333138,275.0609663,290,277.4197538,40.3597,-3.5429,86.00149249,90,83.98965155,0.306772218,0.2879,0.35656887,2.011840938,-2.358787478,-0.049796652,-2.885395639
