,all,all2022,all_fixed2022,autumn,autumn2022,autumn_fixed2022,lat,lon,spring,spring2022,spring_fixed2022,summer,summer2022,summer_fixed2022,spring_res,autumn_res,summer_res,all_res
312,27.27221356,17.07,28.12775616,278.8919928,282,281.8640253,36.8103,118.0414,137.8141968,138,137.1091968,0.31057045,0.3603,0.33845565,0.705,-2.9720325,-0.0278852,-0.8555426
319,27.27221356,31.85,28.12775616,278.8919928,253,281.8640253,37.3803,118.0062,138.3337197,162,137.6287197,0.31057045,0.2828,0.33845565,0.705,-2.9720325,-0.0278852,-0.8555426
147,26.92640925,30,27.78195185,272.6045787,292,275.5509775,32.9427,117.3605,122.2564074,104,120.0331782,0.311780086,0.2249,0.339701688,2.2232292,-2.9463988,-0.027921602,-0.8555426
377,26.46542723,21.53,27.32096983,281.6614564,269,284.5393797,39.0927,117.202,116.9704863,115,112.0605053,0.296175546,0.1871,0.325423764,4.909981,-2.8779233,-0.029248218,-0.8555426
305,27.70005794,34.55,28.55560054,279.4335481,279,282.2681868,36.663,117.0495,137.8141968,150,137.1091968,0.293689915,0.2529,0.321575115,0.705,-2.8346387,-0.0278852,-0.8555426
307,27.70005794,33.08,28.55560054,279.4335481,261,282.2681868,36.6734,117.1265,137.8141968,137,137.1091968,0.293689915,0.2598,0.321575115,0.705,-2.8346387,-0.0278852,-0.8555426
376,26.46542723,28.92,27.32096983,281.768843,302,284.540227,39.0877,117.307,116.9704863,100,112.0605053,0.297883812,0.1924,0.32713203,4.909981,-2.771384,-0.029248218,-0.8555426
378,26.46542723,23.47,27.32096983,281.6614564,264,284.4328404,39.1082,117.237,116.9704863,113,112.0605053,0.296175546,0.1908,0.325423764,4.909981,-2.771384,-0.029248218,-0.8555426
107,26.37614883,38.78,27.23169143,271.244584,267,273.9089299,31.9663,120.9098,121.0510894,109,118.9463242,0.315748961,0.4354,0.341826021,2.1047652,-2.6643459,-0.02607706,-0.8555426
189,26.88189965,32.36,27.73744225,278.5146816,280,281.1411586,34.2384,117.1918,117.3593088,146,113.430606,0.291088134,0.2927,0.316757798,3.9287028,-2.626477,-0.025669664,-0.8555426
215,26.71379646,28,27.56933906,277.8858213,276,280.5122983,34.5578,117.7276,117.3593088,117,114.0129044,0.308463059,0.2537,0.331880665,3.3464044,-2.626477,-0.023417606,-0.8555426
114,26.92640925,24.19,27.78195185,271.1325588,271,273.7590358,32.0745,118.7794,128.999437,93,127.6633859,0.318609307,0.1952,0.345205908,1.3360511,-2.626477,-0.026596602,-0.8555426
227,26.71379646,7.58,27.56933906,277.8858213,274,280.467589,34.7745,117.5852,117.3593088,146,115.6150473,0.308463059,0.4914,0.336348259,1.7442615,-2.5817677,-0.0278852,-0.8555426
230,26.71379646,31.29,27.56933906,278.9769973,271,281.5587651,34.7837,117.2852,116.3147423,122,114.5704809,0.302770339,0.2994,0.330655539,1.7442614,-2.5817678,-0.0278852,-0.8555426
18,25.19803513,34.68,26.05357773,267.2676189,294,269.8289607,30.4183,120.3019,120.1049367,106,117.6793204,0.31395827,0.29,0.34003533,2.4256163,-2.5613418,-0.02607706,-0.8555426
314,27.27221356,38.78,28.12775616,278.8919928,265,281.4464189,36.8406,118.0253,120.8141968,120,117.768216,0.31057045,0.3398,0.33845565,3.0459808,-2.5544261,-0.0278852,-0.8555426
318,27.27221356,36.66,28.12775616,278.8919928,271,281.4464189,37.3617,118.0018,118.3337197,113,116.2966794,0.314050648,0.3079,0.337330858,2.0370403,-2.5544261,-0.02328021,-0.8555426
309,27.27221356,13.86,28.12775616,278.8919928,270,281.4464189,36.6868,117.532,137.8141968,142,137.1091968,0.309344672,0.3835,0.337229872,0.705,-2.5544261,-0.0278852,-0.8555426
87,26.37614883,31.44,27.23169143,272.6497601,282,275.1793825,31.6219,120.275,121.0929443,93,119.11509,0.318503026,0.3029,0.344580087,1.9778543,-2.5296224,-0.02607706,-0.8555426
400,26.90785003,5.54,27.76339263,283.5065019,260,286.0264397,39.9041,119.5251,115.7319445,143,114.369616,0.295269708,0.4145,0.323329591,1.3623285,-2.5199378,-0.028059883,-0.8555426
160,26.37614883,38.7,27.23169143,289.4712941,337,291.9286844,33.3942,120.156,121.2756074,113,119.0284536,0.300654764,0.2777,0.327251366,2.2471538,-2.4573903,-0.026596602,-0.8555426
320,27.27221356,14.92,28.12775616,278.8919928,286,281.3398796,37.393,117.9776,118.3337197,107,116.1539392,0.314050648,0.392,0.337330858,2.1797805,-2.4478868,-0.02328021,-0.8555426
311,27.27221356,7.28,28.12775616,278.8919928,286,281.3398796,36.805,117.8661,137.8141968,138,137.1091968,0.309344672,0.3159,0.337229872,0.705,-2.4478868,-0.0278852,-0.8555426
289,27.70005794,39.66,28.55560054,279.2961543,303,281.7440411,36.2017,117.0885,127.8141968,113,125.593735,0.290800482,0.3058,0.318685682,2.2204618,-2.4478868,-0.0278852,-0.8555426
287,27.22770396,22.22,28.08324656,279.2961543,281,281.7440411,36.1937,117.1437,137.8141968,129,137.1091968,0.290800482,0.1649,0.318685682,0.705,-2.4478868,-0.0278852,-0.8555426
308,27.70005794,32.23,28.55560054,279.4335481,289,281.8505803,36.6868,117.0624,137.8141968,131,137.1091968,0.293689915,0.2464,0.321575115,0.705,-2.4170322,-0.0278852,-0.8555426
392,26.46542723,32.43,27.32096983,281.464445,267,283.7358896,39.6363,118.131,116.9704863,115,112.0605053,0.303439019,0.2595,0.328319906,4.909981,-2.2714446,-0.024880887,-0.8555426
161,26.37614883,36.16,27.23169143,274.4712941,297,276.7200841,33.4022,120.118,138.2756074,135,137.5706074,0.301521701,0.2929,0.327598761,0.705,-2.24879,-0.02607706,-0.8555426
269,27.27221356,29.84,28.12775616,279.4577517,274,281.659782,35.8735,120.0405,120.3847228,130,118.2271107,0.299568679,0.2649,0.326165281,2.1576121,-2.2020303,-0.026596602,-0.8555426
313,27.27221356,36.37,28.12775616,279.8333311,282,281.9839538,36.8194,118.3092,137.8141968,159,137.1091968,0.31057045,0.2988,0.33845565,0.705,-2.1506227,-0.0278852,-0.8555426
71,26.37614883,26.48,27.23169143,273.0673666,299,275.1793825,31.2994,120.543,121.0929443,106,118.8457906,0.318503026,0.2313,0.344580087,2.2471537,-2.1120159,-0.02607706,-0.8555426
73,26.37614883,31.76,27.23169143,273.0673666,274,275.1793825,31.3019,120.591,121.0929443,99,119.11509,0.318503026,0.2729,0.345099628,1.9778543,-2.1120159,-0.026596602,-0.8555426
85,26.37614883,34,27.23169143,272.6497601,275,274.7170668,31.5631,120.245,121.0929443,104,119.11509,0.318503026,0.357,0.344580087,1.9778543,-2.0673067,-0.02607706,-0.8555426
84,26.37614883,17.93,27.23169143,272.6497601,298,274.7170668,31.5475,120.354,118.0929443,117,116.7496126,0.318503026,0.184,0.344580087,1.3433317,-2.0673067,-0.02607706,-0.8555426
83,32.12341298,33.21,32.97895558,272.6274983,290,274.6715817,31.5031,120.242,121.9272218,103,119.6800681,0.481598529,0.3416,0.506284314,2.2471537,-2.0440834,-0.024685785,-0.8555426
92,26.37614883,12.91,27.23169143,272.9971552,269,275.0412386,31.7069,119.9468,139.1679208,138,138.4629208,0.319100784,0.4079,0.344770448,0.705,-2.0440834,-0.025669664,-0.8555426
322,27.27221356,36.89,28.12775616,279.9398704,278,281.9839538,37.4309,118.6614,138.3337197,146,137.6287197,0.307910995,0.3062,0.335796195,0.705,-2.0440834,-0.0278852,-0.8555426
2,29.24664865,18.64,30.0329988,264.5797971,270,267.1747565,30.1383,104.6295,115.4193504,101,113.5482101,0.294801515,0.2587,0.343200298,1.8711403,-2.5949594,-0.048398783,-0.78635015
570,52.60287394,39.96,53.01731444,258.7999444,240,262.395993,48.471,129.5029,137.2166186,134,134.9053312,0.454578213,0.5516,0.545002938,2.3112874,-3.5960486,-0.090424725,-0.4144405
458,63.83298488,82.45,64.19807291,287.4863264,280,290.3110454,41.2664,123.7992,114.3500897,125,110.2166241,0.461218259,0.6621,0.533882367,4.1334656,-2.824719,-0.072664108,-0.36508803
11,48.49555969,36.75,48.81395302,280.7596861,296,283.3884881,30.2756,118.1371,118.2527325,96,115.610731,0.480339401,0.3022,0.503031108,2.6420015,-2.628802,-0.022691707,-0.31839333
383,27.53609805,13.37,27.80621014,291.062768,272,294.7411419,39.3278,112.4072,112.1947364,88,109.5591591,0.271032755,0.1501,0.316718611,2.6355773,-3.6783739,-0.045685856,-0.27011209
361,28.39350655,38.25,28.66361863,282.3328238,276,285.7128648,38.4975,106.2328,110.3115521,111,106.5702824,0.266003801,0.2869,0.322530702,3.7412697,-3.380041,-0.056526901,-0.27011208
415,25.95068205,27.46,26.0943327,280.8141087,271,283.3209333,40.217,116.2296,112.9704863,107,109.771589,0.320171648,0.2289,0.356524665,3.1988973,-2.5068246,-0.036353017,-0.14365065
501,25.88405342,20.34,26.02770407,284.960273,291,287.215419,42.9418,89.1904,108.4289451,102,106.0588979,0.262667663,0.175,0.3352008,2.3700472,-2.255146,-0.072533137,-0.14365065
428,25.48943004,18.06,25.63308068,282.6315856,261,286.5272486,40.762,114.8902,112.9711436,140,109.7722463,0.30412607,0.202,0.33350702,3.1988973,-3.895663,-0.02938095,-0.14365064
434,25.48943004,16.28,25.63308068,282.6315856,266,286.5272486,40.8336,114.8883,112.9711436,134,109.7722463,0.30412607,0.1676,0.344546441,3.1988973,-3.895663,-0.040420371,-0.14365064
292,27.19664292,14.49,27.34029356,296.0998354,292,299.935762,36.2866,100.6188,108.2871995,140,106.325093,0.256407894,0.1651,0.307582554,1.9621065,-3.8359266,-0.05117466,-0.14365064
399,26.95108056,23.89,27.0947312,291.0935824,296,294.8081261,39.8863,116.4072,114.9704863,115,112.5492279,0.302634268,0.1941,0.338987286,2.4212584,-3.7145437,-0.036353017,-0.14365064
382,26.53609805,16.73,26.67974869,291.062768,285,294.7411419,39.3197,112.4258,112.1947364,126,108.0408152,0.271032755,0.1788,0.316718611,4.1539212,-3.6783739,-0.045685856,-0.14365064
385,26.53609805,25.59,26.67974869,291.062768,304,294.7411419,39.3617,112.4575,113.7676764,136,110.3483081,0.271032755,0.2458,0.316718611,3.4193683,-3.6783739,-0.045685856,-0.14365064
343,27.55256159,29.66,27.69621223,290.836314,275,294.4238287,37.8731,113.4894,112.1577228,133,110.2566985,0.32115574,0.293,0.345457547,1.9010243,-3.5875147,-0.024301807,-0.14365064
346,27.39350655,17.55,27.53715719,290.836314,280,294.4238287,37.9854,112.549,112.1577228,125,110.2566985,0.273130222,0.4652,0.318816078,1.9010243,-3.5875147,-0.045685856,-0.14365064
375,26.34960272,25.83,26.49325336,285.0380251,275,288.4180661,39.0145,106.3668,109.087414,119,106.1576308,0.263700761,0.2056,0.320227661,2.9297832,-3.380041,-0.056526901,-0.14365064
281,27.20701121,19.52,27.35066185,286.0794323,273,289.4053156,36.1031,103.631,112.5410782,112,111.0430329,0.25374438,0.167,0.30491904,1.4980453,-3.3258833,-0.05117466,-0.14365064
432,25.48943004,13.54,25.63308068,293.6315856,263,296.8737035,40.8042,114.8687,112.9711436,131,109.7722463,0.30412607,0.1485,0.344546441,3.1988973,-3.2421179,-0.040420371,-0.14365064
405,26.95108056,17.47,27.0947312,279.9276709,282,282.8420656,39.9611,116.2878,112.9704863,116,111.2899329,0.302634268,0.3922,0.332015218,1.6805534,-2.9143947,-0.02938095,-0.14365064
360,27.39350655,20.44,27.53715719,291.7454547,282,294.4238287,38.4519,112.7383,112.1577228,131,110.2566985,0.269615002,0.2058,0.315349103,1.9010243,-2.678374,-0.045734102,-0.14365064
398,26.95108056,29.71,27.0947312,281.0935824,279,282.8420656,39.8784,116.3621,114.9704863,111,112.5492279,0.302634268,0.2345,0.332015218,2.4212584,-1.7484832,-0.02938095,-0.14365064
235,26.90321011,32.98,27.04686075,293.4472964,297,296.2859157,34.9058,108.9344,109.0416237,107,107.3920306,0.268560226,0.278,0.319126924,1.6495931,-2.8386193,-0.050566698,-0.14365064
176,27.11582289,32.52,28.08586006,273.7823744,299,277.2468924,33.742,113.3257,122.041241,112,119.1265437,0.297530291,0.2358,0.319768774,2.9146973,-3.464518,-0.022238483,-0.97003717
175,27.11582289,29.96,28.08586006,273.7823744,311,277.2468924,33.737,113.2919,119.041241,100,117.7593165,0.297530291,0.2231,0.319768774,1.2819245,-3.464518,-0.022238483,-0.97003717
56,27.11582289,27.96,28.08586006,270.6429899,278,272.2658143,31.0481,112.2014,114.2366332,87,110.4762085,0.308835315,0.2417,0.34827483,3.7604247,-1.6228244,-0.039439515,-0.97003717
185,27.11582289,8.06,28.08586006,277.0991043,277,279.9373621,34.1546,108.906,118.6889273,94,114.7648446,0.268468194,0.3722,0.311959851,3.9240827,-2.8382578,-0.043491657,-0.97003717
192,27.11582289,31.79,28.08586006,277.0991043,284,279.9373621,34.2749,108.882,115.6889273,100,113.2465007,0.268468194,0.2444,0.311959851,2.4424266,-2.8382578,-0.043491657,-0.97003717
197,27.11582289,36.51,28.08586006,277.0991043,289,279.9373621,34.3155,108.673,115.6889273,92,113.2465007,0.268468194,0.2631,0.311959851,2.4424266,-2.8382578,-0.043491657,-0.97003717
55,27.11582289,27.4,28.08586006,268.6429899,285,271.2043316,31.0386,112.2213,113.2366332,106,108.5476441,0.308835315,0.2667,0.34827483,4.6889891,-2.5613417,-0.039439515,-0.97003717
203,27.11582289,26.28,28.08586006,276.0991043,284,278.6003303,34.3617,108.7233,115.6889273,92,113.2465007,0.268468194,0.2018,0.311959851,2.4424266,-2.501226,-0.043491657,-0.97003717
206,27.11582289,28.19,28.08586006,276.0991043,268,278.6003303,34.3731,109.2186,115.6889273,95,113.2465007,0.268468194,0.2241,0.311959851,2.4424266,-2.501226,-0.043491657,-0.97003717
109,27.11582289,34.68,28.08586006,271.2202969,284,273.3991039,32.0197,112.155,113.2243369,77,110.6465223,0.28718214,0.2598,0.325930558,2.5778146,-2.178807,-0.038748418,-0.97003717
119,27.11582289,38.97,28.08586006,271.2202969,260,273.3991039,32.1142,112.1825,116.5892377,98,114.0114231,0.286976567,0.3774,0.326416082,2.5778146,-2.178807,-0.039439515,-0.97003717
148,27.27487794,33.98,28.2449151,270.1123049,275,273.5768229,32.9656,114.0189,119.2914177,81,117.448156,0.308578312,0.2418,0.330222427,1.8432617,-3.464518,-0.021644114,-0.97003716
180,27.27487794,29.69,28.2449151,276.2501274,280,279.5175104,33.9477,116.7856,112.3737601,99,109.9384093,0.308808556,0.2454,0.335449084,2.4353508,-3.267383,-0.026640528,-0.97003716
97,27.27487794,9.56,28.2449151,291.1066588,286,293.5006089,31.7643,116.4738,120.5331739,100,117.8286936,0.333355478,0.4218,0.360515547,2.7044803,-2.3939501,-0.027160069,-0.97003716
210,27.68117947,29.31,28.65121663,299.0331402,272,301.7319782,34.4714,100.2561,117.1316703,163,114.1600462,0.258361636,0.3799,0.304917714,2.9716241,-2.698838,-0.046556077,-0.97003716
142,27.27487794,32.29,28.2449151,271.8900584,297,275.481588,32.8605,115.8554,119.7183656,93,118.6806784,0.309951644,0.2841,0.337111713,1.0376872,-3.5915296,-0.027160069,-0.97003716
212,27.17184789,33.4,28.14188505,277.0991043,294,279.9373621,34.493,109.4636,118.6889273,93,114.5133681,0.268354652,0.2142,0.312927765,4.1755592,-2.8382578,-0.044573113,-0.97003716
91,27.27487794,35.92,28.2449151,271.2202969,268,274.0217115,31.6908,113.3833,114.2420616,103,113.7320069,0.33311617,0.4098,0.355354653,0.5100547,-2.8014146,-0.022238483,-0.97003716
184,27.27487794,30.1,28.2449151,275.2194194,284,277.8458964,33.9953,113.7906,111.9323609,107,108.7058869,0.312124132,0.3106,0.331938317,3.226474,-2.626477,-0.019814185,-0.97003716
6,26.09676424,37.8,27.0668014,265.3189165,246,267.8802582,30.2019,114.8988,119.4529283,101,116.300686,0.323995481,0.388,0.355222904,3.1522423,-2.5613417,-0.031227423,-0.97003716
37,25.93770919,13.93,26.90774635,264.196681,261,266.7580228,30.7236,103.9728,113.7781384,104,111.0891493,0.291011854,0.3883,0.333417052,2.6889891,-2.5613418,-0.042405198,-0.97003716
5,26.09676424,16.94,27.0668014,265.3189165,270,267.8802582,30.2006,115.0817,116.4529283,98,114.3721216,0.328062835,0.4218,0.355222904,2.0808067,-2.5613417,-0.027160069,-0.97003716
23,26.09676424,30.44,27.0668014,265.3189165,284,267.8802582,30.4742,114.9028,116.0022344,112,114.3721216,0.31189933,0.2819,0.343126753,1.6301128,-2.5613417,-0.031227423,-0.97003716
9,26.09676424,37.19,27.0668014,265.3189165,269,267.8802582,30.2313,115.0601,116.4529283,92,115.1052325,0.328062835,0.3289,0.355222904,1.3476958,-2.5613417,-0.027160069,-0.97003716
54,25.93770919,20.4,26.90774635,268.6429899,291,271.2043316,30.9891,112.1969,113.2366332,116,108.5476441,0.308835315,0.2246,0.34827483,4.6889891,-2.5613417,-0.039439515,-0.97003716
120,27.27487794,13.22,28.2449151,270.1109878,230,272.6672614,32.1195,114.0775,119.2914177,110,118.8954692,0.314082533,0.1693,0.335726647,0.3959485,-2.5562736,-0.021644114,-0.97003716
117,27.27487794,15.52,28.2449151,270.1109878,228,272.5298676,32.1059,114.1099,122.2914177,88,118.8954692,0.314082533,0.2073,0.335726647,3.3959485,-2.4188798,-0.021644114,-0.97003716
122,27.27487794,23.51,28.2449151,270.1109878,276,272.5298676,32.1399,114.0609,122.2914177,101,118.8954692,0.314082533,0.2299,0.335726647,3.3959485,-2.4188798,-0.021644114,-0.97003716
144,27.27487794,24.79,28.2449151,272.2185893,285,274.2354373,32.8929,115.8277,122.7183656,94,120.6092428,0.309951644,0.2279,0.337111713,2.1091228,-2.016848,-0.027160069,-0.97003716
133,27.11582289,31.93,27.99791806,270.735919,293,273.6391768,32.5714,110.8839,117.1137796,135,116.0543089,0.281357445,0.2881,0.326621655,1.0594707,-2.9032578,-0.04526421,-0.88209517
134,27.27487794,35.6,28.15697311,291.1026697,283,293.4966198,32.5951,116.8569,119.7183656,89,118.6806784,0.309951644,0.3107,0.337111713,1.0376872,-2.3939501,-0.027160069,-0.88209517
135,27.27487794,5.67,28.15697311,291.1026697,305,293.4966198,32.633,116.8281,119.7183656,106,118.6806784,0.309951644,0.3594,0.337111713,1.0376872,-2.3939501,-0.027160069,-0.88209517
94,27.27487794,25.68,28.15697311,285.2202969,304,287.5760396,31.7308,113.3983,114.2420616,104,112.6506597,0.339611384,0.4846,0.361849867,1.5914019,-2.3557427,-0.022238483,-0.88209517
199,27.11582289,9.6,27.99791806,289.0991043,298,292.5883913,34.3474,108.935,118.6889273,98,114.7648446,0.268468194,0.3429,0.317953437,3.9240827,-3.489287,-0.049485243,-0.88209517
95,27.27487794,6.21,28.15697311,286.1066588,293,288.367405,31.737,116.5079,120.5331739,112,117.9427999,0.333355478,0.3786,0.360515547,2.590374,-2.2607462,-0.027160069,-0.88209517
141,27.27487794,29.87,28.15697311,286.1026697,269,288.3634158,32.7727,116.8305,122.7183656,99,120.6092428,0.309951644,0.341,0.337111713,2.1091228,-2.2607461,-0.027160069,-0.88209517
99,27.27487794,6.04,28.15697311,286.1066588,293,288.367405,31.7905,116.4996,117.5331739,95,116.0142355,0.311341563,0.2854,0.338501632,1.5189384,-2.2607462,-0.027160069,-0.88209517
138,27.27487794,35.08,28.15697311,287.3672239,288,289.62797,32.6524,117.0067,122.7183656,93,120.6092428,0.306449082,0.2731,0.337111713,2.1091228,-2.2607461,-0.03066263,-0.88209517
16,25.93770919,28.99,26.81980436,267.9902642,257,269.6130886,30.3197,112.2494,112.6873271,111,108.5476441,0.306027719,0.2276,0.345467234,4.139683,-1.6228244,-0.039439515,-0.88209517
35,25.93770919,26.78,26.81980436,266.196681,281,267.8195054,30.6764,104.1419,116.7781384,113,112.5305073,0.291011854,0.2945,0.339410637,4.2476311,-1.6228244,-0.048398783,-0.88209517
32,25.93770919,12.9,26.81980436,265.37212,273,268.9949444,30.6306,104.1122,116.7781384,94,113.0012386,0.291011854,0.4068,0.339410637,3.7768998,-3.6228244,-0.048398783,-0.88209517
31,26.09676424,5.94,26.97885941,266.904011,277,269.7054256,30.6217,114.3646,115.5752865,96,113.8727102,0.331318854,0.362,0.352962968,1.7025763,-2.8014146,-0.021644114,-0.88209517
17,25.93770919,30.22,26.81980436,265.9902642,289,268.7916788,30.3544,112.2008,112.6873271,113,108.5476441,0.306027719,0.2907,0.345467234,4.139683,-2.8014146,-0.039439515,-0.88209517
47,26.09676424,31.95,26.97885941,267.5336807,247,270.3350953,30.9075,113.942,118.5752865,102,115.3910541,0.331318854,0.329,0.352962968,3.1842324,-2.8014146,-0.021644114,-0.88209517
93,27.27487794,23.2,28.15697311,271.2202969,282,274.0217115,31.7275,113.3583,114.2420616,103,111.9175488,0.339611384,0.2038,0.361849867,2.3245128,-2.8014146,-0.022238483,-0.88209517
30,26.09676424,30.91,26.97885941,266.904011,300,269.4653527,30.6189,114.282,118.5752865,96,114.9203228,0.331318854,0.2818,0.352962968,3.6549637,-2.5613417,-0.021644114,-0.88209517
28,26.09676424,11.73,26.97885941,266.904011,286,269.4653527,30.558,114.2529,115.5752865,93,113.8727102,0.331318854,0.3365,0.352962968,1.7025763,-2.5613417,-0.021644114,-0.88209517
1,28.24664865,23.14,29.12874382,265.5797971,280,268.1411388,30.1256,104.6296,115.4193504,106,113.5482101,0.294801515,0.261,0.343200298,1.8711403,-2.5613417,-0.048398783,-0.88209517
33,26.09676424,26.92,26.97885941,265.9251133,273,268.486455,30.6319,114.135,115.5752865,104,113.8727102,0.331318854,0.2913,0.352962968,1.7025763,-2.5613417,-0.021644114,-0.88209517
187,27.11582289,36.01,27.99791806,276.0991043,266,278.6003303,34.2173,108.9356,118.6889273,99,114.7648446,0.268468194,0.2914,0.311959851,3.9240827,-2.501226,-0.043491657,-0.88209517
188,27.11582289,7.34,27.99791806,276.0991043,280,278.6003303,34.2322,108.8922,118.6889273,98,114.7648446,0.268468194,0.2956,0.311959851,3.9240827,-2.501226,-0.043491657,-0.88209517
191,27.11582289,11.39,27.99791806,276.0991043,280,278.6003303,34.2629,108.993,118.6889273,97,114.7648446,0.268468194,0.3062,0.311959851,3.9240827,-2.501226,-0.043491657,-0.88209517
186,27.11582289,32.37,27.99791806,276.0991043,268,278.6003303,34.1978,108.985,113.6889273,90,112.0949579,0.268468194,0.2293,0.311959851,1.5939694,-2.501226,-0.043491657,-0.88209517
57,27.11582289,8.31,27.99791806,265.6577244,223,267.8893593,31.1208,104.4239,113.7781384,109,111.4828946,0.291011854,0.546,0.339410637,2.2952438,-2.2316349,-0.048398783,-0.88209517
29,31.84402839,13.52,32.72612355,269.1026976,282,271.7087486,30.6145,116.9896,118.4224152,107,116.7923024,0.470866684,0.4608,0.519363246,1.6301128,-2.606051,-0.048496561,-0.88209516
211,27.17184789,34.7,28.05394305,275.3446705,289,277.8458964,34.4877,109.4974,119.632457,101,115.4568978,0.268354652,0.2371,0.31892135,4.1755592,-2.5012259,-0.050566698,-0.88209516
372,26.46542723,28.75,27.23302783,291.0764359,292,294.5230702,38.9117,121.6302,116.3573662,129,112.6192453,0.291317672,0.2346,0.316805026,3.7381209,-3.4466343,-0.025487354,-0.7676006
252,27.17250588,38.7,27.94010648,291.9800477,318,295.3270996,35.4216,119.523,115.4596993,113,113.6926474,0.305803605,0.2707,0.332400206,1.7670519,-3.3470519,-0.026596602,-0.7676006
368,26.46542723,34.94,27.23302783,280.0764359,280,282.7029129,38.8661,121.5213,116.3573662,124,112.9964865,0.291317672,0.2809,0.319377555,3.3608797,-2.626477,-0.028059883,-0.7676006
425,25.44619951,25.32,26.21380011,281.3620455,267,283.9885225,40.7514,120.8392,111.1383737,126,108.9702336,0.285423253,0.23,0.320389871,2.1681401,-2.626477,-0.034966618,-0.7676006
422,25.90745152,21.84,26.67505212,281.3620455,261,283.9885225,40.7073,120.8341,111.1802286,120,109.0859624,0.28438982,0.2087,0.312449703,2.0942662,-2.626477,-0.028059883,-0.7676006
274,27.27221356,16.89,28.03981416,276.4577517,268,280.3173799,36.0658,120.4134,117.8490296,139,115.7794805,0.298701743,0.1817,0.326909952,2.0695491,-3.8596282,-0.02820821,-0.7676006
424,25.44619951,25.1,26.21380011,294.3620455,258,298.0235866,40.7136,120.9092,111.1383737,132,109.1864961,0.285423253,0.2449,0.320389871,1.9518776,-3.6615411,-0.034966618,-0.7676006
325,27.27221356,29.62,28.03981416,290.5698339,278,293.1713838,37.4967,121.2611,127.2534155,148,126.1607498,0.278405698,0.302,0.305979861,1.0926657,-2.6015499,-0.027574163,-0.7676006
293,27.27221356,11.71,28.03981416,291.4577517,290,293.6871639,36.3083,120.3999,117.5006786,109,116.8715299,0.298673412,0.3332,0.324492167,0.6291487,-2.2294122,-0.025818755,-0.7676006
393,26.46542723,24.35,27.23302783,280.464445,265,282.3903341,39.6506,118.1705,116.9704863,122,112.0605053,0.303439019,0.214,0.328839448,4.909981,-1.9258891,-0.025400429,-0.7676006
285,26.65638905,15.7,27.38798169,278.7688321,256,282.23335,36.1856,113.0844,117.3872489,122,113.6237566,0.269946508,0.1806,0.309089995,3.7634923,-3.4645179,-0.039143487,-0.73159264
177,26.61582289,6.16,27.34741553,273.7823744,290,277.2468924,33.774,113.182,122.041241,113,119.1265437,0.31053497,0.3623,0.327574747,2.9146973,-3.464518,-0.017039777,-0.73159264
283,26.65638905,31.43,27.38798169,278.7688321,267,282.23335,36.1547,113.1147,117.3872489,114,115.064157,0.319334136,0.2843,0.326953556,2.3230919,-3.4645179,-0.007619421,-0.73159264
288,26.65638905,38.06,27.38798169,278.7688321,262,282.23335,36.1989,113.1031,117.3872489,133,115.8511247,0.319334136,0.3775,0.326953556,1.5361242,-3.4645179,-0.007619421,-0.73159264
208,26.83090293,25.53,27.56249557,276.4551226,282,279.9196406,34.3948,115.6293,117.3593088,143,114.0129044,0.306521996,0.2574,0.333162524,3.3464044,-3.464518,-0.026640528,-0.73159264
178,26.77487794,34.61,27.50647058,273.4641053,289,276.9286233,33.8518,115.7789,122.4681889,108,119.4293583,0.308808556,0.3538,0.335449084,3.0388306,-3.464518,-0.026640528,-0.73159264
264,25.32096968,13.29,26.05256232,290.0901216,319,292.8800084,35.7357,107.6325,118.1360525,110,115.8384132,0.269688383,0.1439,0.319173626,2.2976393,-2.7898868,-0.049485243,-0.73159264
339,27.05256159,22.67,27.78415423,293.836314,283,296.4628149,37.8486,113.5819,112.1577228,116,108.7383545,0.302112514,0.2055,0.329824517,3.4193683,-2.6265009,-0.027712003,-0.73159264
340,27.05256159,35.42,27.78415423,293.836314,268,296.4628149,37.8572,113.5758,112.1577228,123,110.2566985,0.32115574,0.3101,0.348867743,1.9010243,-2.6265009,-0.027712003,-0.73159264
265,25.93873415,33.44,26.67032679,280.8645009,270,283.4909779,35.7511,114.2956,116.2712931,114,111.356253,0.325607467,0.2892,0.340025809,4.9150401,-2.626477,-0.014418343,-0.73159264
330,26.65638905,19.63,27.38798169,279.7688321,269,282.3953091,37.6945,112.7532,117.9067717,132,113.6237566,0.269615002,0.1926,0.297500202,4.2830151,-2.626477,-0.0278852,-0.73159264
266,25.93873415,22.89,26.67032679,280.8645009,287,283.4909779,35.7609,115.0574,117.698241,98,113.4221288,0.306521996,0.1828,0.333162524,4.2761122,-2.626477,-0.026640528,-0.73159264
256,25.7796791,27.83,26.51127174,281.943733,285,284.57021,35.4897,112.8676,117.2712931,116,113.1193143,0.274563764,0.2447,0.305264981,4.1519788,-2.626477,-0.030701217,-0.73159264
257,25.7796791,15.84,26.51127174,281.943733,273,284.57021,35.4936,112.8318,117.2712931,123,113.8038833,0.274563764,0.1658,0.302448964,3.4674098,-2.626477,-0.0278852,-0.73159264
258,25.7796791,20.02,26.51127174,281.943733,281,284.57021,35.5051,112.85,117.2712931,134,113.8038833,0.274563764,0.1854,0.302448964,3.4674098,-2.626477,-0.0278852,-0.73159264
